"","INSTNM","CITY","INSTURL","Ranking","ADM_RATE","CONTROL","HIGHDEG","FAMINC"
"5360","St Mary's College of Maryland","St. Mary's City","www.smcm.edu","> 230","0.7997","Public","Graduate degree","95033.880218"
"5361","St Olaf College","Northfield","wp.stolaf.edu","> 230","0.4476","Private nonprofit","Bachelor's degree","107987.02407"
"5362","St Paul's School of Nursing-Queens","Rego Park","https://www.stpaulsschoolofnursing.edu","> 230","NULL","Private for-profit","Associate degree","31697.857394"
"5363","St Paul's School of Nursing-Staten Island","Staten Island","www.stpaulsschoolofnursing.edu/","> 230","NULL","Private for-profit","Associate degree","35598.104126"
"5364","St Petersburg College","Clearwater","www.spcollege.edu","> 230","NULL","Public","Bachelor's degree","30553.651818"
"5365","St Philip's College","San Antonio","www.alamo.edu/spc/","> 230","NULL","Public","Associate degree","24879.594114"
"5366","St Thomas University","Miami Gardens","www.stu.edu","> 230","0.5413","Private nonprofit","Graduate degree","38394.378218"
"5367","St Vincent's College","Bridgeport","www.stvincentscollege.edu","> 230","0.7049","Private nonprofit","Bachelor's degree","48785.316583"
"5368","St. Andrews University","Laurinburg","www.sa.edu","> 230","0.5622","Private nonprofit","Graduate degree","52800.315789"
"5369","St. Gregory's University","Shawnee","www.stgregorys.edu","> 230","0.4248","Private nonprofit","Graduate degree","53840.682353"
"5370","St. John's College","Annapolis","www.sjc.edu","> 230","0.5327","Private nonprofit","Graduate degree","105970.63975"
"5371","St. John's College","Santa Fe","www.sjc.edu","> 230","0.6275","Private nonprofit","Graduate degree","76370.868056"
"5372","St. John's College-Department of Nursing","Springfield","https://www.sjcs.edu/","> 230","NULL","Private nonprofit","Bachelor's degree","57656.674419"
"5373","St. Joseph's College-New York","Brooklyn","www.sjcny.edu","> 230","0.6678","Private nonprofit","Graduate degree","68197.111323"
"5374","St. Louis College of Pharmacy","Saint Louis","www.stlcop.edu","> 230","NULL","Private nonprofit","Graduate degree","75188.080229"
"5375","St. Mary's University","San Antonio","www.stmarytx.edu/","> 230","0.7766","Private nonprofit","Graduate degree","53377.059583"
"5376","St. Thomas Aquinas College","Sparkill","www.stac.edu","> 230","0.7916","Private nonprofit","Graduate degree","84881.142322"
"5377","Stage One-The Hair School","Lake Charles","www.stageoneinc.com","> 230","NULL","Private for-profit","Certificate degree","28376.76378"
"5378","Stanbridge University","Irvine","www.stanbridge.edu","> 230","0.6023","Private for-profit","Bachelor's degree","40906.01704"
"5379","Standard Healthcare Services-College of Nursing","Falls Church","www.standardcollege.edu","> 230","0.6","Private for-profit","Associate degree","42839.429907"
"5380","Stanford University","Stanford","www.stanford.edu/","7","0.0481","Private nonprofit","Graduate degree","80447.906699"
"5381","Stanly Community College","Albemarle","www.stanly.edu","> 230","NULL","Public","Associate degree","25425.506667"
"5382","Star College of Cosmetology 2","Tyler","www.starcosmetologyschool.com/","> 230","NULL","Private for-profit","Certificate degree","26898.02454"
"5383","Stark State College","North Canton","www.starkstate.edu","> 230","NULL","Public","Associate degree","32864.572087"
"5384","Starr King School for the Ministry","Berkeley","www.sksm.edu","> 230","NULL","Private nonprofit","Graduate degree","PrivacySuppressed"
"5385","Starting Points Inc","Jersey City","www.startingpoints.edu/","> 230","NULL","Private nonprofit","Certificate degree","16943.955882"
"5386","State Career College","Waukegan","www.statecareercollege.edu","> 230","NULL","Private for-profit","Certificate degree","16054.32948"
"5387","State College of Beauty Culture Inc","Wausau","www.statecollegeofbeauty.com","> 230","NULL","Private for-profit","Certificate degree","36422.953125"
"5388","State College of Florida-Manatee-Sarasota","Bradenton","www.scf.edu","> 230","NULL","Public","Bachelor's degree","29987.452104"
"5389","State Fair Community College","Sedalia","https://www.sfccmo.edu","> 230","NULL","Public","Associate degree","31056.159985"
"5390","State Technical College of Missouri","Linn","https://www.statetechmo.edu","> 230","NULL","Public","Associate degree","55877.994715"
"5391","State University of New York at New Paltz","New Paltz","www.newpaltz.edu","> 230","0.4294","Public","Graduate degree","69660.106032"
"5392","Staunton School of Cosmetology","Staunton","hairstylingschool.com","> 230","NULL","Private for-profit","Certificate degree","30744.878788"
"5393","Stautzenberger College-Brecksville","Brecksville","www.sctoday.edu/","> 230","NULL","Private for-profit","Associate degree","27065.152145"
"5394","Stautzenberger College-Maumee","Maumee","www.sctoday.edu","> 230","NULL","Private for-profit","Associate degree","27065.152145"
"5395","Stella and Charles Guttman Community College","New York","www.guttman.cuny.edu/","> 230","NULL","Public","Associate degree","23273.494368"
"5396","Stephen F Austin State University","Nacogdoches","www.sfasu.edu","> 230","0.6245","Public","Graduate degree","62127.701147"
"5397","Stephens College","Columbia","https://www.stephens.edu","> 230","0.6104","Private nonprofit","Graduate degree","53369.797849"
"5398","Sterling College","Sterling","www.sterling.edu","> 230","0.3737","Private nonprofit","Bachelor's degree","58277.178667"
"5399","Sterling College","Craftsbury Common","www.sterlingcollege.edu","> 230","0.9589","Private nonprofit","Bachelor's degree","50393.700935"
"5400","Stetson University","DeLand","www.stetson.edu","> 230","0.656","Private nonprofit","Graduate degree","72923.742625"
"5401","Steven Papageorge Hair Academy","Chicago","stevenpapageorgehairacademy.com","> 230","NULL","Private for-profit","Certificate degree","27191.06"
"5402","Stevens-Henager College","West Haven","www.stevenshenager.edu","> 230","NULL","Private nonprofit","Bachelor's degree","19087.957121"
"5403","Stevens-Henager College","Orem","www.stevenshenager.edu/locations/st-george","> 230","NULL","Private nonprofit","Bachelor's degree","19087.957121"
"5404","Stevens-Henager College","Murray","www.stevenshenager.edu","> 230","NULL","Private nonprofit","Graduate degree","19087.957121"
"5405","Stevens-Henager College","Logan","www.stevenshenager.edu/","> 230","NULL","Private nonprofit","Bachelor's degree","19087.957121"
"5406","Stevens-Henager College","Boise","www.stevenshenager.edu/","> 230","NULL","Private nonprofit","Bachelor's degree","19087.957121"
"5407","Stevens-Henager College","Idaho Falls","www.stevenshenager.edu/","> 230","NULL","Private nonprofit","Bachelor's degree","17444.695058"
"5408","Stevens-Henager College","St. George","www.stevenshenager.edu/locations/st-george","> 230","NULL","Private nonprofit","Bachelor's degree","19087.957121"
"5409","Stevens-The Institute of Business & Arts","Saint Louis","www.siba.edu","> 230","0.3333","Private for-profit","Bachelor's degree","26359.339806"
"5410","Stevens Institute of Technology","Hoboken","www.stevens.edu","70","0.3911","Private nonprofit","Graduate degree","133007.17515"
"5411","Stevenson University","Stevenson","www.stevenson.edu","> 230","0.6076","Private nonprofit","Graduate degree","80440.603099"
"5412","Stevensons Academy of Hair Design","New Orleans","www.stevenson-academy.com","> 230","NULL","Private for-profit","Certificate degree","17880.11"
"5413","Stewart School","Sioux Falls","www.stewartschool.edu","> 230","NULL","Private for-profit","Certificate degree","59168.613636"
"5414","Stillman College","Tuscaloosa","www.stillman.edu","> 230","0.4192","Private nonprofit","Bachelor's degree","27754.87695"
"5415","Stockton University","Galloway","www.stockton.edu","> 230","0.7694","Public","Graduate degree","69864.83883"
"5416","Stone Academy-East Hartford","East Hartford","www.stoneacademy.com","> 230","NULL","Private for-profit","Certificate degree","24402.660809"
"5417","Stone Academy-Waterbury","Waterbury","www.stone.edu","> 230","NULL","Private for-profit","Certificate degree","24402.660809"
"5418","Stone Academy-West Haven","West Haven","www.stoneacademy.com","> 230","NULL","Private for-profit","Certificate degree","24402.660809"
"5419","Stone Child College","Box Elder","www.stonechild.edu","> 230","NULL","Public","Associate degree","14102.410256"
"5420","Stonehill College","Easton","www.stonehill.edu","> 230","0.7292","Private nonprofit","Bachelor's degree","123794.7978"
"5421","Stony Brook University","Stony Brook","www.stonybrook.edu","80","0.4067","Public","Graduate degree","62120.342586"
"5422","Strand College of Hair Design","Myrtle Beach","www.strandcollege.com","> 230","NULL","Private for-profit","Certificate degree","23172.494949"
"5423","Stratford University","Fairfax","www.stratford.edu","> 230","NULL","Private for-profit","Graduate degree","29637.194625"
"5424","Strayer University-Alabama","Birmingham","www.strayer.edu/alabama/birmingham","> 230","NULL","Private for-profit","Graduate degree","23781.134597"
"5425","Strayer University-Arkansas","Little Rock","www.strayer.edu/arkansas/little-rock","> 230","NULL","Private for-profit","Graduate degree","23781.134597"
"5426","Strayer University-Delaware","Newark","www.strayer.edu/delaware/christiana","> 230","NULL","Private for-profit","Graduate degree","23781.134597"
"5427","Strayer University-District of Columbia","Washington","www.strayer.edu/district-columbia/washington","> 230","NULL","Private for-profit","Graduate degree","23781.134597"
"5428","Strayer University-Florida","Tampa","www.strayer.edu/florida/tampa-westshore","> 230","NULL","Private for-profit","Graduate degree","23781.134597"
"5429","Strayer University-Georgia","Atlanta","www.strayer.edu/georgia/chamblee","> 230","NULL","Private for-profit","Graduate degree","23781.134597"
"5430","Strayer University-Global Region","Washington","www.strayer.edu","> 230","NULL","Private for-profit","Graduate degree","23781.134597"
"5431","Strayer University-Maryland","Suitland","www.strayer.edu/maryland/prince-georges","> 230","NULL","Private for-profit","Graduate degree","23781.134597"
"5432","Strayer University-Mississippi","Jackson","www.strayer.edu/mississippi/jackson","> 230","NULL","Private for-profit","Graduate degree","23781.134597"
"5433","Strayer University-New Jersey","Cherry Hill","www.strayer.edu/new-jersey/cherry-hill","> 230","NULL","Private for-profit","Graduate degree","23781.134597"
"5434","Strayer University-North Carolina","Morrisville","www.strayer.edu/campus-locations/north-carolina/morrisville","> 230","NULL","Private for-profit","Graduate degree","23781.134597"
"5435","Strayer University-Pennsylvania","Trevose","https://www.strayer.edu/campus-locations/pennsylvania/lower-bucks-county","> 230","NULL","Private for-profit","Graduate degree","23781.134597"
"5436","Strayer University-South Carolina","Greenville","www.strayer.edu/south-carolina/greenville","> 230","NULL","Private for-profit","Graduate degree","23781.134597"
"5437","Strayer University-Tennessee","Memphis","www.strayer.edu/tennessee/thousand-oaks","> 230","NULL","Private for-profit","Graduate degree","23781.134597"
"5438","Strayer University-Texas","Austin","www.strayer.edu/texas/north-austin","> 230","NULL","Private for-profit","Graduate degree","23781.134597"
"5439","Strayer University-Virginia","Arlington","www.strayer.edu/virginia/arlington","> 230","NULL","Private for-profit","Graduate degree","23781.134597"
"5440","Strayer University-West Virginia","Scott Depot","www.strayer.edu/west-virginia/teays-valley","> 230","NULL","Private for-profit","Graduate degree","23781.134597"
"5441","Studio Academy of Beauty","Chandler","www.tsaob.com","> 230","NULL","Private for-profit","Certificate degree","26710.129853"
"5442","Studio Beauty School","Spokane Valley","www.studiobeautyschool.com","> 230","NULL","Private for-profit","Certificate degree","25571.929412"
"5443","Studio Incamminati","Philadelphia","www.studioincamminati.org","> 230","NULL","Private nonprofit","Certificate degree","PrivacySuppressed"
"5444","Studio Jewelers","New York","www.studiojewelersltd.com","> 230","NULL","Private for-profit","Certificate degree","29547.866667"
"5445","Stylemaster College of Hair Design","Longview","stylemasters.edu","> 230","NULL","Private for-profit","Certificate degree","18719.300971"
"5446","Styles and Profiles Beauty College","Selmer","www.spbeautycollege.com","> 230","NULL","Private for-profit","Certificate degree","16465.44"
"5447","Suffolk Beauty Academy","Suffolk","suffolkbeautyacademy.edu","> 230","NULL","Private for-profit","Certificate degree","15424.05"
"5448","Suffolk County Community College","Selden","www3.sunysuffolk.edu","> 230","NULL","Public","Associate degree","49135.415404"
"5449","Suffolk University","Boston","www.suffolk.edu","177","0.8442","Private nonprofit","Graduate degree","83985.750815"
"5450","Sul Ross State University","Alpine","www.sulross.edu","> 230","0.9222","Public","Graduate degree","38706.422088"
"5451","Sullivan and Cogliano Training Center","Miami Gardens","www.sctrain.edu","> 230","NULL","Private for-profit","Associate degree","13187.146712"
"5452","Sullivan College of Technology and Design","Louisville","www.sctd.edu","> 230","1","Private for-profit","Bachelor's degree","36843.14791"
"5453","Sullivan County Community College","Loch Sheldrake","www.sunysullivan.edu/","> 230","NULL","Public","Associate degree","31696.332921"
"5454","Sullivan University","Louisville","www.sullivan.edu","> 230","NULL","Private for-profit","Graduate degree","32526.023417"
"5455","SUM Bible College and Theological Seminary","El Dorado Hills","www.sum.edu","> 230","NULL","Private nonprofit","Graduate degree","36195.645244"
"5456","Summit Academy Opportunities Industrialization Center","Minneapolis","WWW.SAOIC.ORG","> 230","NULL","Private nonprofit","Certificate degree","12632.746434"
"5457","Summit Christian College","Gering","www.summitcc.net","> 230","0.3333","Private nonprofit","Bachelor's degree","37692.733333"
"5458","Summit College","Colton","www.summitcollege.edu","> 230","NULL","Private for-profit","Certificate degree","26119.320852"
"5459","Summit Salon Academy","Tampa","summitsalonacademytampa.com/","> 230","NULL","Private for-profit","Certificate degree","39790.137931"
"5460","Summit Salon Academy","Tacoma","www.summitsalonacademy.edu","> 230","NULL","Private for-profit","Certificate degree","39027.023529"
"5461","Summit Salon Academy-Anderson","Anderson","www.andersonsalonacademy.com","> 230","NULL","Private for-profit","Certificate degree","32411.594937"
"5462","Summit Salon Academy-Gainesville","Gainesville","www.ssag.edu","> 230","NULL","Private for-profit","Certificate degree","22857.366197"
"5463","Summit Salon Academy-Kokomo","Kokomo","kokomotspa.com/","> 230","NULL","Private for-profit","Certificate degree","33732.510638"
"5464","Summit Salon Academy-Lexington","Lexington","www.summitsalonacademy.org/","> 230","NULL","Private for-profit","Certificate degree","24272.880952"
"5465","Summit Salon Academy-Perrysburg","Perrysburg","www.summitsalonacademyperrysburg.edu","> 230","NULL","Private for-profit","Certificate degree","58622.253521"
"5466","Summit Salon Academy-Portland","Tigard","www.summitsalonacademyportland.com","> 230","NULL","Private for-profit","Certificate degree","23447.045455"
"5467","Sumner College","Portland","sumnercollege.edu/","> 230","1","Private for-profit","Associate degree","45418.975"
"5468","Sumter Beauty College","Sumter","www.sumterbeautycollege.com","> 230","NULL","Private for-profit","Certificate degree","20136.3"
"5469","Suncoast Technical College","Sarasota","suncoast.edu","> 230","NULL","Public","Certificate degree","19166.978102"
"5470","Sunnyside Beauty Academy","Sunnyside","sunnysidebeautyacademy.com","> 230","NULL","Private for-profit","Certificate degree","25773.083333"
"5471","Sunstate Academy","Fort Myers","www.sunstate.edu","> 230","NULL","Private for-profit","Certificate degree","21883.671343"
"5472","Sunstate Academy","Clearwater","www.sunstate.edu","> 230","NULL","Private for-profit","Certificate degree","26904.217795"
"5473","Sunstate Academy-Jones Technical Institute","Jacksonville","www.jtech.org","> 230","NULL","Private for-profit","Associate degree","26904.217795"
"5474","SUNY at Albany","Albany","www.albany.edu","> 230","0.5439","Public","Graduate degree","64043.188235"
"5475","SUNY at Fredonia","Fredonia","www.fredonia.edu","> 230","0.6235","Public","Graduate degree","71012.387494"
"5476","SUNY at Purchase College","Purchase","www.purchase.edu","> 230","0.4351","Public","Graduate degree","71374.607424"
"5477","SUNY Broome Community College","Binghamton","WWW.SUNYBROOME.EDU","> 230","NULL","Public","Associate degree","42457.198319"
"5478","SUNY Buffalo State","Buffalo","suny.buffalostate.edu/","> 230","0.6407","Public","Graduate degree","45753.487153"
"5479","SUNY College at Brockport","Brockport","https://www.brockport.edu","> 230","0.5533","Public","Graduate degree","58770.389239"
"5480","SUNY College at Geneseo","Geneseo","www.geneseo.edu/","> 230","0.6685","Public","Graduate degree","89836.738956"
"5481","SUNY College at Old Westbury","Old Westbury","www.oldwestbury.edu","> 230","0.686","Public","Graduate degree","46274.912179"
"5482","SUNY College at Oswego","Oswego","www.oswego.edu/","> 230","0.5452","Public","Graduate degree","68864.722497"
"5483","SUNY College at Plattsburgh","Plattsburgh","www.plattsburgh.edu","> 230","0.5103","Public","Graduate degree","68539.126598"
"5484","SUNY College at Potsdam","Potsdam","www.potsdam.edu","> 230","0.7178","Public","Graduate degree","58335.873563"
"5485","SUNY College of Agriculture and Technology at Cobleskill","Cobleskill","www.cobleskill.edu/","> 230","0.7818","Public","Bachelor's degree","55484.150676"
"5486","SUNY College of Environmental Science and Forestry","Syracuse","www.esf.edu","106","0.5421","Public","Graduate degree","82100.778846"
"5487","SUNY College of Optometry","New York","www.sunyopt.edu","> 230","NULL","Public","Graduate degree","6264.5606061"
"5488","SUNY College of Technology at Alfred","Alfred","www.alfredstate.edu","> 230","0.7199","Public","Bachelor's degree","55494.981102"
"5489","SUNY College of Technology at Canton","Canton","www.canton.edu","> 230","0.8257","Public","Bachelor's degree","48834.994568"
"5490","SUNY College of Technology at Delhi","Delhi","www.delhi.edu","> 230","0.5135","Public","Bachelor's degree","53011.510427"
"5491","SUNY Cortland","Cortland","www2.cortland.edu","> 230","0.5217","Public","Graduate degree","83994.887816"
"5492","SUNY Downstate Medical Center","Brooklyn","www.downstate.edu/","> 230","NULL","Public","Graduate degree","43626.288618"
"5493","SUNY Empire State College","Saratoga Springs","www.esc.edu","> 230","NULL","Public","Graduate degree","35454.167034"
"5494","SUNY Maritime College","Throggs Neck","www.sunymaritime.edu","> 230","0.5804","Public","Graduate degree","98243.873874"
"5495","SUNY Oneonta","Oneonta","https://suny.oneonta.edu","> 230","0.5284","Public","Graduate degree","84433.298989"
"5496","SUNY Polytechnic Institute","Utica","www.sunypoly.edu","> 230","0.6431","Public","Graduate degree","62246.655205"
"5497","SUNY Westchester Community College","Valhalla","www.sunywcc.edu","> 230","NULL","Public","Associate degree","31673.275591"
"5498","Surry Community College","Dobson","https://www.surry.edu","> 230","NULL","Public","Associate degree","25877.647822"
"5499","Susquehanna County Career and Technology Center","Springville","www.scctc-school.org","> 230","NULL","Public","Certificate degree","42069.171875"
"5500","Susquehanna University","Selinsgrove","www.susqu.edu","> 230","0.677","Private nonprofit","Bachelor's degree","99953.11814"
"5501","Sussex County Community College","Newton","www.sussex.edu","> 230","NULL","Public","Associate degree","53911.226962"
"5502","Sutter Beauty College","Yuba City","sutterbeautycollege.com","> 230","NULL","Private for-profit","Certificate degree","18442.452632"
"5503","SW School of Business and Technical Careers","Eagle Pass","www.sws.edu","> 230","NULL","Private for-profit","Certificate degree","22420.040462"
"5504","SW School of Business and Technical Careers-Cosmetology","San Antonio","www.sws.edu","> 230","NULL","Private for-profit","Certificate degree","22121.336735"
"5505","Swarthmore College","Swarthmore","www.swarthmore.edu","> 230","0.128","Private nonprofit","Bachelor's degree","89476.701439"
"5506","Swedish Institute a College of Health Sciences","New York","www.swedishinstitute.edu","> 230","NULL","Private for-profit","Associate degree","22231.548134"
"5507","Sweet Briar College","Sweet Briar","www.sbc.edu","> 230","0.9305","Private nonprofit","Graduate degree","63847.085106"
"5508","Sylvain Melloul International Hair Academy","Lynchburg","smiha.edu","> 230","NULL","Private for-profit","Certificate degree","30613.736842"
"5509","Syracuse University","Syracuse","https://www.syracuse.edu","53","0.5232","Private nonprofit","Graduate degree","106971.90739"
"5510","Tabor College","Hillsboro","tabor.edu/","> 230","0.5594","Private nonprofit","Graduate degree","60483.722222"
"5511","Tacoma Community College","Tacoma","www.tacomacc.edu","> 230","NULL","Public","Associate degree","29351.266814"
"5512","Taft College","Taft","www.taftcollege.edu","> 230","NULL","Public","Associate degree","24374.844637"
"5513","Taft University System","Lakewood","www.taftu.edu","> 230","NULL","Private for-profit","Graduate degree","24742.157895"
"5514","Talladega College","Talladega","www.talladega.edu","> 230","NULL","Private nonprofit","Bachelor's degree","27002.32377"
"5515","Tallahassee Community College","Tallahassee","www.tcc.fl.edu","> 230","NULL","Public","Associate degree","34378.086132"
"5516","Talmudic College of Florida","Miami Beach","www.talmudicu.edu","> 230","NULL","Private nonprofit","Graduate degree","48267.4"
"5517","Talmudical Academy-New Jersey","Adelphia","talmudicalacademynj.com","> 230","0.8667","Private nonprofit","Bachelor's degree","30050.52381"
"5518","Talmudical Institute of Upstate New York","Rochester","www.tiuny.org/","> 230","0.6667","Private nonprofit","Graduate degree","PrivacySuppressed"
"5519","Talmudical Seminary of Bobov","Brooklyn","www.independentrabbinicalcolleges.org/","> 230","0.8319","Private nonprofit","Bachelor's degree","19572.210169"
"5520","Talmudical Seminary Oholei Torah","Brooklyn","www.tsot.edu/","> 230","0.8298","Private nonprofit","Bachelor's degree","36058.909605"
"5521","Talmudical Yeshiva of Philadelphia","Philadelphia","www.yiml.org/typ/Talmudical_Yeshiva_of_Philadelphia/NetPriceCalculator/","> 230","0.8163","Private nonprofit","Bachelor's degree","49010.736842"
"5522","Tarleton State University","Stephenville","www.tarleton.edu","> 230","0.5039","Public","Graduate degree","55840.485472"
"5523","Tarrant County College District","Fort Worth","www.tccd.edu","> 230","NULL","Public","Associate degree","27573.16516"
"5524","Taylor Andrews Academy-Orem","Orem","www.taylorandrew.com","> 230","NULL","Private for-profit","Certificate degree","54596.448598"
"5525","Taylor Andrews Academy-St George","St. George","www.taylorandrewstgeorge.com","> 230","NULL","Private for-profit","Certificate degree","38504.556886"
"5526","Taylor Andrews Academy of Hair Design-West Jordan","West Jordan","www.taylorandrew.com/","> 230","NULL","Private for-profit","Certificate degree","54596.448598"
"5527","Taylor Business Institute","Chicago","www.tbiil.edu","> 230","NULL","Private for-profit","Associate degree","8305.5121951"
"5528","Taylor College","Belleview","www.taylorcollege.edu","> 230","NULL","Private for-profit","Associate degree","33587.968037"
"5529","Taylor University","Upland","https://www.taylor.edu","> 230","0.7961","Private nonprofit","Graduate degree","86187.446112"
"5530","Taylortown School of Beauty Inc","Taylor","www.dorsey.edu/dsb-taylor-info/","> 230","NULL","Private for-profit","Certificate degree","17133.343407"
"5531","TDDS Technical Institute","Lake Milton","www.tdds.edu","> 230","0.5667","Private for-profit","Certificate degree","25069.471204"
"5532","Teachers College at Columbia University","New York","www.tc.columbia.edu","> 230","NULL","Private nonprofit","Graduate degree","PrivacySuppressed"
"5533","Technical Career Institutes","New York","www.tcicollege.edu","> 230","NULL","Private for-profit","Associate degree","19081.959435"
"5534","Technical College of the Lowcountry","Beaufort","www.tcl.edu","> 230","NULL","Public","Associate degree","28713.109177"
"5535","Technical Education Center-Osceola","Kissimmee","teco.osceolaschools.net","> 230","NULL","Public","Certificate degree","20496.168126"
"5536","Technical Learning Centers Inc","Washington","prospectcollege.edu","> 230","NULL","Private for-profit","Certificate degree","9655.0095109"
"5537","Telshe Yeshiva-Chicago","Chicago","telsheyeshivachicago.com","> 230","0.9231","Private nonprofit","Bachelor's degree","47170.153846"
"5538","Temple College","Temple","www.templejc.edu","> 230","NULL","Public","Associate degree","32667.873511"
"5539","Temple University","Philadelphia","www.temple.edu","106","0.5219","Public","Graduate degree","78931.371392"
"5540","Tenaj Salon Institute","The Villages","www.tenajsaloninstitute.edu","> 230","NULL","Private for-profit","Certificate degree","19760.357488"
"5541","Tennessee Academy of Cosmetology-Shelby Drive","Memphis","tac.edu","> 230","NULL","Private for-profit","Certificate degree","16934.108696"
"5542","Tennessee Academy of Cosmetology-Stage Road","Memphis","tac.edu","> 230","NULL","Private for-profit","Certificate degree","22495.836066"
"5543","Tennessee Career Institute","Columbia","tnci.edu","> 230","NULL","Private for-profit","Certificate degree","24220.724771"
"5544","Tennessee College of Applied Technology-Athens","Athens","www.tcatathens.edu","> 230","NULL","Public","Certificate degree","23242.178694"
"5545","Tennessee College of Applied Technology-Covington","Covington","www.tcatcovington.edu/","> 230","NULL","Public","Certificate degree","21190.927126"
"5546","Tennessee College of Applied Technology-Crossville","Crossville","www.tcatcrossville.edu","> 230","NULL","Public","Certificate degree","19509.97543"
"5547","Tennessee College of Applied Technology-Crump","Crump","www.tcatcrump.edu","> 230","NULL","Public","Certificate degree","17643.621711"
"5548","Tennessee College of Applied Technology-Dickson","Dickson","https://www.tcatdickson.edu","> 230","NULL","Public","Certificate degree","23106.740558"
"5549","Tennessee College of Applied Technology-Elizabethton","Elizabethton","www.tcatelizabethton.edu","> 230","NULL","Public","Certificate degree","17756.334906"
"5550","Tennessee College of Applied Technology-Harriman","Harriman","www.tcatharriman.edu","> 230","NULL","Public","Certificate degree","20951.156923"
"5551","Tennessee College of Applied Technology-Hartsville","Hartsville","www.tcathartsville.edu","> 230","NULL","Public","Certificate degree","25220.616798"
"5552","Tennessee College of Applied Technology-Hohenwald","Hohenwald","www.tcathohenwald.edu","> 230","NULL","Public","Certificate degree","22282.709945"
"5553","Tennessee College of Applied Technology-Jacksboro","Jacksboro","www.tcatjacksboro.edu","> 230","NULL","Public","Certificate degree","16101.636364"
"5554","Tennessee College of Applied Technology-Jackson","Jackson","www.tcatjackson.edu","> 230","NULL","Public","Certificate degree","20750.385744"
"5555","Tennessee College of Applied Technology-Knoxville","Knoxville","www.tcatknoxville.edu/","> 230","NULL","Public","Certificate degree","19722.622768"
"5556","Tennessee College of Applied Technology-Livingston","Livingston","www.tcatlivingston.edu","> 230","NULL","Public","Certificate degree","22391.071078"
"5557","Tennessee College of Applied Technology-McKenzie","McKenzie","www.tcatmckenzie.edu","> 230","NULL","Public","Certificate degree","16450.594017"
"5558","Tennessee College of Applied Technology-McMinnville","McMinnville","www.tcatmcminnville.edu","> 230","NULL","Public","Certificate degree","22174.626667"
"5559","Tennessee College of Applied Technology-Memphis","Memphis","www.tcatmemphis.edu","> 230","NULL","Public","Certificate degree","16511.247592"
"5560","Tennessee College of Applied Technology-Morristown","Morristown","www.tcatmorristown.edu","> 230","NULL","Public","Certificate degree","20691.506401"
"5561","Tennessee College of Applied Technology-Murfreesboro","Murfreesboro","www.tcatmurfreesboro.edu","> 230","NULL","Public","Certificate degree","24894.697674"
"5562","Tennessee College of Applied Technology-Newbern","Newbern","www.tcatnewbern.edu","> 230","NULL","Public","Certificate degree","20900.391626"
"5563","Tennessee College of Applied Technology-Oneida-Huntsville","Huntsville","www.tcatoneida.edu","> 230","NULL","Public","Certificate degree","17559.814286"
"5564","Tennessee College of Applied Technology-Paris","Paris","https://www.tcatparis.edu","> 230","NULL","Public","Certificate degree","17843.03125"
"5565","Tennessee College of Applied Technology-Pulaski","Pulaski","www.tcatpulaski.edu","> 230","NULL","Public","Certificate degree","22749.009375"
"5566","Tennessee College of Applied Technology-Ripley","Ripley","www.tcatripley.edu","> 230","NULL","Public","Certificate degree","16872.906404"
"5567","Tennessee College of Applied Technology-Shelbyville","Shelbyville","www.tcatshelbyville.edu","> 230","NULL","Public","Certificate degree","26335.01084"
"5568","Tennessee College of Applied Technology-Whiteville","Whiteville","www.tcatwhiteville.edu","> 230","NULL","Public","Certificate degree","19351.053279"
"5569","Tennessee College of Applied Technology Nashville","Nashville","www.tcatnashville.edu","> 230","NULL","Public","Certificate degree","20529.727062"
"5570","Tennessee School of Beauty of Knoxville Inc","Knoxville","www.tennesseeschoolofbeauty.com","> 230","NULL","Private for-profit","Certificate degree","33768.5"
"5571","Tennessee State University","Nashville","www.tnstate.edu","> 230","NULL","Public","Graduate degree","34433.043011"
"5572","Tennessee Technological University","Cookeville","www.tntech.edu","> 230","0.6721","Public","Graduate degree","52902.424022"
"5573","Tennessee Wesleyan University","Athens","www.tnwesleyan.edu","> 230","0.6143","Private nonprofit","Graduate degree","52884.374787"
"5574","Terra State Community College","Fremont","www.terra.edu","> 230","NULL","Public","Associate degree","35292.607612"
"5575","Teterboro School of Aeronautics","Teterboro","www.teterboroschool.com","> 230","NULL","Private for-profit","Certificate degree","33980.28"
"5576","Texarkana College","Texarkana","https://www.texarkanacollege.edu","> 230","NULL","Public","Associate degree","24720.37886"
"5577","Texas A & M International University","Laredo","www.tamiu.edu/","> 230","0.5298","Public","Graduate degree","33673.192493"
"5578","Texas A & M University-Central Texas","Killeen","tamuct.edu","> 230","NULL","Public","Graduate degree","33036.218796"
"5579","Texas A & M University-College Station","College Station","www.tamu.edu","66","0.6717","Public","Graduate degree","79762.697172"
"5580","Texas A & M University-Commerce","Commerce","www.tamuc.edu/","> 230","0.4614","Public","Graduate degree","43662.630927"
"5581","Texas A & M University-Corpus Christi","Corpus Christi","www.tamucc.edu","> 230","0.6465","Public","Graduate degree","54889.164489"
"5582","Texas A & M University-Kingsville","Kingsville","WWW.TAMUK.EDU","> 230","0.8234","Public","Graduate degree","41069.331689"
"5583","Texas A&M University-San Antonio","San Antonio","www.tamusa.edu","> 230","0.3873","Public","Graduate degree","32241.457049"
